smiles	idnumber	name	mw	logp	hba	hbd	rotb	tpsa	fsp3	hac
COC1CC(NC2=NN3N=NN=C3C=C2)C1(C)C	IMED1374994610	N-(3-methoxy-2,2-dimethylcyclobutyl)-[1,2,3,4]tetrazolo[1,5-b]pyridazin-6-amine	248.29	0.745	7	1	3	77.23	0.636	18
CC(NC1=C(Br)C(=O)N(C)N=C1)C1CCOCC1	IMED1426092768	4-bromo-2-methyl-5-{[1-(oxan-4-yl)ethyl]amino}-2,3-dihydropyridazin-3-one	316.199	1.77	5	1	3	56.15	0.667	18
CC(NC1=NC(=CC(C)=N1)C#N)C1CCOCC1	IMED2091859025	6-methyl-2-{[1-(oxan-4-yl)ethyl]amino}pyrimidine-4-carbonitrile	246.314	1.884	5	1	3	70.83	0.615	18
CC(NC1=NN2N=NN=C2C=C1)C1CCOCC1	IMED1426093277	N-[1-(oxan-4-yl)ethyl]-[1,2,3,4]tetrazolo[1,5-b]pyridazin-6-amine	248.29	0.746	7	1	3	77.23	0.636	18
CCSC1CCCC1NC(=O)C1(CCCC1)C#N	IMED1335552817	1-cyano-N-[2-(ethylsulfanyl)cyclopentyl]cyclopentane-1-carboxamide	266.41	2.861	3	1	4	52.89	0.857	18
COC1CCC(C1)NC1=C(C#N)C(C)=C(C)N=N1	IMED1822754699	3-[(3-methoxycyclopentyl)amino]-5,6-dimethylpyridazine-4-carbonitrile	246.314	1.945	5	1	3	70.83	0.615	18
COC1CCC(C1)NS(=O)(=O)C1=CC(C)=C(Br)S1	IMED1822762333	5-bromo-N-(3-methoxycyclopentyl)-4-methylthiophene-2-sulfonamide	354.291	2.665	4	1	4	55.4	0.636	18
COC1CCC(C1)NS(=O)(=O)C1=C(C)SC(Br)=C1	IMED1822763300	5-bromo-N-(3-methoxycyclopentyl)-2-methylthiophene-3-sulfonamide	354.291	2.665	4	1	4	55.4	0.636	18
COC1CCC(C1)NC1CCCC(C1)S(C)(=O)=O	IMED2040048197	3-methanesulfonyl-N-(3-methoxycyclopentyl)cyclohexan-1-amine	275.414	1.499	4	1	4	55.4	1.0	18
CN1C=NC(CNC(=O)C2(CCCCC2)C#N)=N1	IMED1565127461	1-cyano-N-[(1-methyl-1H-1,2,4-triazol-3-yl)methyl]cyclohexane-1-carboxamide	247.302	0.905	5	1	3	83.6	0.667	18
CCC1(CNC(=O)C2(CCCC2)C#N)CCCC1	IMED1420804778	1-cyano-N-[(1-ethylcyclopentyl)methyl]cyclopentane-1-carboxamide	248.37	3.157	2	1	4	52.89	0.867	18
CC1=C(Br)C(=NC=C1)N1CCN(CC1)S(C)(=O)=O	IMED1911054850	1-(3-bromo-4-methylpyridin-2-yl)-4-methanesulfonylpiperazine	334.239	1.234	4	0	2	53.51	0.545	18
CSC1(CNC(=O)C2(CCCCC2)C#N)CCC1	IMED1928274017	1-cyano-N-{[1-(methylsulfanyl)cyclobutyl]methyl}cyclohexane-1-carboxamide	266.41	2.862	3	1	4	52.89	0.857	18
CCC1=C(SN=N1)C(=O)N1CCC(CC1)C(C)O	IMED1230107356	1-[1-(4-ethyl-1,2,3-thiadiazole-5-carbonyl)piperidin-4-yl]ethan-1-ol	269.37	1.334	5	1	3	66.32	0.75	18
CC(O)C1CCN(CC1)S(=O)(=O)CCC(C)(C)C	IMED1247498132	1-[1-(3,3-dimethylbutanesulfonyl)piperidin-4-yl]ethan-1-ol	277.43	1.845	3	1	4	57.61	1.0	18
CC(O)C1CCN(CC1)S(=O)(=O)N1CCCCC1	IMED1497035765	1-[1-(piperidine-1-sulfonyl)piperidin-4-yl]ethan-1-ol	276.402	0.81	3	1	3	60.85	1.0	18
CCN1C=CN=C(N2CCC(CC2)C(C)O)C1=O	IMED1583451261	1-ethyl-3-[4-(1-hydroxyethyl)piperidin-1-yl]-1,2-dihydropyrazin-2-one	251.33	0.86	5	1	3	58.36	0.692	18
CC(O)C1CCN(CC1)C1=NC(=NC=C1)N(C)C	IMED1252491290	1-{1-[2-(dimethylamino)pyrimidin-4-yl]piperidin-4-yl}ethan-1-ol	250.346	1.14	5	1	3	52.49	0.692	18
CC(O)C1CCN(CC1)S(=O)(=O)C1=CC=C(Cl)S1	IMED1497035900	1-{1-[(5-chlorothiophen-2-yl)sulfonyl]piperidin-4-yl}ethan-1-ol	309.84	2.183	4	1	3	57.61	0.636	18
CC(O)C1CCN(CC(=O)N2CCOCC2)CC1	IMED1176751142	2-[4-(1-hydroxyethyl)piperidin-1-yl]-1-(morpholin-4-yl)ethan-1-one	256.346	-0.062	4	1	3	53.01	0.923	18
CC(O)C1CCN(CC1)C1=NC=CN2C=NN=C12	IMED1281808979	1-(1-{[1,2,4]triazolo[4,3-a]pyrazin-8-yl}piperidin-4-yl)ethan-1-ol	247.302	0.722	6	1	2	66.55	0.583	18
CC(O)C1CCN(CC1)C1=C(N=CN1C)[N+]([O-])=O	IMED1173866942	1-[1-(1-methyl-4-nitro-1H-imidazol-5-yl)piperidin-4-yl]ethan-1-ol	254.29	0.925	6	1	3	84.43	0.727	18
CC(O)C1CCN(CC1)C(=O)C1=CC(Br)=CN=C1	IMED1230108057	1-[1-(5-bromopyridine-3-carbonyl)piperidin-4-yl]ethan-1-ol	313.195	2.077	3	1	2	53.43	0.538	18
CC(O)C1CCN(CC1)S(=O)(=O)CC1CCCO1	IMED1497035955	1-{1-[(oxolan-2-yl)methanesulfonyl]piperidin-4-yl}ethan-1-ol	277.386	0.588	4	1	4	66.84	1.0	18
CC(O)C1CCN(CC1)C1=C(C#N)C(C)=CC=N1	IMED1652275265	2-[4-(1-hydroxyethyl)piperidin-1-yl]-4-methylpyridine-3-carbonitrile	245.326	1.859	4	1	2	60.15	0.571	18
CCNC(=O)NC(=O)CN1CCC(CC1)C(C)O	IMED1176749672	3-ethyl-1-{2-[4-(1-hydroxyethyl)piperidin-1-yl]acetyl}urea	257.334	-0.075	4	3	4	81.67	0.833	18
CC(O)C1CCN(CC1)C1=NC(C)=CC(=C1)C#N	IMED2034555057	2-[4-(1-hydroxyethyl)piperidin-1-yl]-6-methylpyridine-4-carbonitrile	245.326	1.859	4	1	2	60.15	0.571	18
CC(O)C1CCN(CC1)C1=C(C=CC(C)=N1)C#N	IMED1554722206	2-[4-(1-hydroxyethyl)piperidin-1-yl]-6-methylpyridine-3-carbonitrile	245.326	1.859	4	1	2	60.15	0.571	18
CC(O)C1CCN(CC1)C(=O)CN1CCCC1=O	IMED1230106153	1-{2-[4-(1-hydroxyethyl)piperidin-1-yl]-2-oxoethyl}pyrrolidin-2-one	254.33	0.228	3	1	3	60.85	0.846	18
CC(O)C1CCN(CC1)C(=O)C1=CC(C)=NN1C	IMED1230107970	1-[1-(1,3-dimethyl-1H-pyrazole-5-carbonyl)piperidin-4-yl]ethan-1-ol	251.33	0.962	4	1	2	58.36	0.692	18
CC(O)C1CCN(CC1)C(=O)C1=CC(O)=CN=C1	IMED1938336195	5-[4-(1-hydroxyethyl)piperidine-1-carbonyl]pyridin-3-ol	250.298	1.02	4	2	2	73.66	0.538	18
CC(O)C1CCN(CC1)S(=O)(=O)C1=CC=C(Br)S1	IMED1497036364	1-{1-[(5-bromothiophen-2-yl)sulfonyl]piperidin-4-yl}ethan-1-ol	354.291	2.292	4	1	3	57.61	0.636	18
CC(O)C1CCN(CC1)C(=O)C1=C(C)N=C(C)O1	IMED1315276178	1-[1-(2,4-dimethyl-1,3-oxazole-5-carbonyl)piperidin-4-yl]ethan-1-ol	252.314	1.524	4	1	2	66.57	0.692	18
CC(O)C1CCN(CC1)C(=O)C1=NC=C(C)N=C1	IMED1230106192	1-[1-(5-methylpyrazine-2-carbonyl)piperidin-4-yl]ethan-1-ol	249.314	1.018	4	1	2	66.32	0.615	18
CC(O)C1CCN(CC1)S(=O)(=O)C1=C(Br)C=CS1	IMED1497035810	1-{1-[(3-bromothiophen-2-yl)sulfonyl]piperidin-4-yl}ethan-1-ol	354.291	2.292	4	1	3	57.61	0.636	18
CNC(=O)NC(=O)CCN1CCC(CC1)C(C)O	IMED1176746677	1-{3-[4-(1-hydroxyethyl)piperidin-1-yl]propanoyl}-3-methylurea	257.334	-0.075	4	3	4	81.67	0.833	18
CC(O)C1CCN(CC1)C(=O)C1=C(C)N(C)N=C1	IMED1230107578	1-[1-(1,5-dimethyl-1H-pyrazole-4-carbonyl)piperidin-4-yl]ethan-1-ol	251.33	0.962	4	1	2	58.36	0.692	18
CC(O)C1CCN(CC1)C(=O)C1=NC=C(Br)C=C1	IMED1232328756	1-[1-(5-bromopyridine-2-carbonyl)piperidin-4-yl]ethan-1-ol	313.195	2.077	3	1	2	53.43	0.538	18
CC(O)C1CCN(CC1)C(=O)C1=C(O)C=CC=N1	IMED1746863106	2-[4-(1-hydroxyethyl)piperidine-1-carbonyl]pyridin-3-ol	250.298	1.02	4	2	2	73.66	0.538	18
CC(O)C1CCN(CC1)C1=C2NC=NC2=NC=N1	IMED1173867632	1-[1-(7H-purin-6-yl)piperidin-4-yl]ethan-1-ol	247.302	0.95	5	2	2	77.93	0.583	18
COC1=NC(N2CCC(CC2)C(C)O)=C(Cl)C=N1	IMED1449938632	1-[1-(5-chloro-2-methoxypyrimidin-4-yl)piperidin-4-yl]ethan-1-ol	271.748	1.736	5	1	3	58.48	0.667	18
CC(O)C1CCN(CC1)C(=O)C1=CN(C)N=C1C	IMED1232328108	1-[1-(1,3-dimethyl-1H-pyrazole-4-carbonyl)piperidin-4-yl]ethan-1-ol	251.33	0.962	4	1	2	58.36	0.692	18
CC(O)C1CCN(CC1)S(=O)(=O)C1=CN=C(C)S1	IMED1514256877	1-{1-[(2-methyl-1,3-thiazol-5-yl)sulfonyl]piperidin-4-yl}ethan-1-ol	290.41	1.233	5	1	3	70.5	0.727	18
CC(C)OCCS(=O)(=O)N1CCC(CC1)C(C)O	IMED1497036099	1-{1-[2-(propan-2-yloxy)ethanesulfonyl]piperidin-4-yl}ethan-1-ol	279.402	0.834	4	1	6	66.84	1.0	18
CC(O)C1CCN(CC1)S(=O)(=O)C1=CC=NN1C	IMED1693236308	1-{1-[(1-methyl-1H-pyrazol-5-yl)sulfonyl]piperidin-4-yl}ethan-1-ol	273.358	0.202	5	1	3	75.43	0.727	18
CCCCN(C)S(=O)(=O)N1CCC(CC1)C(C)O	IMED1497036644	N-butyl-4-(1-hydroxyethyl)-N-methylpiperidine-1-sulfonamide	278.418	1.056	3	1	6	60.85	1.0	18
CC(O)C1CCN(CC1)C(C)C(=O)NC(C)(C)C	IMED1176749591	N-tert-butyl-2-[4-(1-hydroxyethyl)piperidin-1-yl]propanamide	256.39	1.382	3	2	3	52.57	0.929	18
CC(O)C1CCN(CC1)S(=O)(=O)C1=CN(C)C=N1	IMED1497036264	1-{1-[(1-methyl-1H-imidazol-4-yl)sulfonyl]piperidin-4-yl}ethan-1-ol	273.358	0.202	5	1	3	75.43	0.727	18
CC(O)C1CCN(CC1)C1=NC=C(C=N1)[N+]([O-])=O	IMED1679863845	1-[1-(5-nitropyrimidin-2-yl)piperidin-4-yl]ethan-1-ol	252.274	0.982	6	1	3	92.39	0.636	18
CC(O)C1CCN(CC1)S(=O)(=O)N1CCOCC1	IMED1497036599	1-[1-(morpholine-4-sulfonyl)piperidin-4-yl]ethan-1-ol	278.374	-0.344	4	1	3	70.08	1.0	18
CC(C)N1N=CN=C1CN1CCC(CC1)C(C)O	IMED1921023565	1-(1-{[1-(propan-2-yl)-1H-1,2,4-triazol-5-yl]methyl}piperidin-4-yl)ethan-1-ol	252.362	1.452	5	1	4	54.18	0.846	18
CC(O)C1CCN(CC1)S(=O)(=O)NCC(F)(F)F	IMED1998321160	4-(1-hydroxyethyl)-N-(2,2,2-trifluoroethyl)piperidine-1-sulfonamide	290.307	0.476	3	2	4	69.64	1.0	18
CC1CC(C1)NS(=O)(=O)C1=CC(C)=C(C=C1)C#N	IMED1883780845	4-cyano-3-methyl-N-(3-methylcyclobutyl)benzene-1-sulfonamide	264.35	1.944	3	1	3	69.96	0.462	18
CC1=C(C=CC(=C1)S(=O)(=O)N1CCOCC1)C#N	IMED1883674602	2-methyl-4-(morpholine-4-sulfonyl)benzonitrile	266.322	0.888	4	0	2	70.4	0.417	18
CC(O)C1CCN(CC1)S(=O)(=O)C1=CN=CC=C1	IMED1497036404	1-[1-(pyridine-3-sulfonyl)piperidin-4-yl]ethan-1-ol	270.354	0.863	4	1	3	70.5	0.583	18
CC(O)C1CCN(CC1)S(=O)(=O)C1=CN(C)N=C1	IMED1497035807	1-{1-[(1-methyl-1H-pyrazol-4-yl)sulfonyl]piperidin-4-yl}ethan-1-ol	273.358	0.202	5	1	3	75.43	0.727	18
CC1=C(C=CC(=C1)S(=O)(=O)NC1CCCC1)C#N	IMED1883675448	4-cyano-N-cyclopentyl-3-methylbenzene-1-sulfonamide	264.35	2.088	3	1	3	69.96	0.462	18
COC1=C(Br)C=NC(NC2CCOC(C)(C)C2)=N1	IMED1510396998	5-bromo-N-(2,2-dimethyloxan-4-yl)-4-methoxypyrimidin-2-amine	316.199	2.617	5	1	3	56.27	0.667	18
COC1=C(Br)C=NC(=N1)N1CC(C)OC(CO)C1	IMED1815923025	[4-(5-bromo-4-methoxypyrimidin-2-yl)-6-methylmorpholin-2-yl]methanol	318.171	0.834	6	1	3	67.71	0.636	18
CC1=C(C=CC(=C1)S(=O)(=O)N1CC(CO)C1)C#N	IMED1883819818	4-{[3-(hydroxymethyl)azetidin-1-yl]sulfonyl}-2-methylbenzonitrile	266.322	0.48	4	1	3	81.4	0.417	18
CC1=C(C=CC(=C1)S(=O)(=O)N1CC(C)(O)C1)C#N	IMED2017426064	4-[(3-hydroxy-3-methylazetidin-1-yl)sulfonyl]-2-methylbenzonitrile	266.322	0.622	4	1	2	81.4	0.417	18
CC1=C(C=CC(=C1)S(=O)(=O)N1CCCCO1)C#N	IMED1883836677	2-methyl-4-(1,2-oxazinane-2-sulfonyl)benzonitrile	266.322	1.583	4	0	2	70.4	0.417	18
CC1=C(C=CC(=C1)C#N)S(=O)(=O)N1CC(C)(O)C1	IMED1981281207	4-[(3-hydroxy-3-methylazetidin-1-yl)sulfonyl]-3-methylbenzonitrile	266.322	0.622	4	1	2	81.4	0.417	18
COC1=C(Br)C=NC(=N1)N1CCC(CC1)C(C)O	IMED1383717111	1-[1-(5-bromo-4-methoxypyrimidin-2-yl)piperidin-4-yl]ethan-1-ol	316.199	1.845	5	1	3	58.48	0.667	18
CN1N=NC(CN2CCCC(C2)C2=NC=CN2)=N1	IMED1994070740	3-(1H-imidazol-2-yl)-1-[(2-methyl-2H-1,2,3,4-tetrazol-5-yl)methyl]piperidine	247.306	0.313	6	1	3	75.52	0.636	18
CC1=C(C=CC(=C1)C#N)S(=O)(=O)NC1CCCC1	IMED1252795216	4-cyano-N-cyclopentyl-2-methylbenzene-1-sulfonamide	264.35	2.088	3	1	3	69.96	0.462	18
CN1N=NC(CN2CCN(CC(C)(C)O)CC2)=N1	IMED1912685070	2-methyl-1-{4-[(2-methyl-2H-1,2,3,4-tetrazol-5-yl)methyl]piperazin-1-yl}propan-2-ol	254.338	-0.901	7	1	4	70.31	0.909	18
CN1C=C(CN2CCN(CC(C)(C)O)CC2)N=N1	IMED1537991715	2-methyl-1-{4-[(1-methyl-1H-1,2,3-triazol-4-yl)methyl]piperazin-1-yl}propan-2-ol	253.35	-0.296	6	1	4	57.42	0.833	18
CCS(=O)(=O)N1CCN(CC2=NN(C)N=N2)CC1	IMED1993924155	1-(ethanesulfonyl)-4-[(2-methyl-2H-1,2,3,4-tetrazol-5-yl)methyl]piperazine	274.35	-1.323	7	0	4	84.22	0.889	18
CCS(=O)(=O)N1CCN(CC2=CN(C)N=N2)CC1	IMED1537980654	1-(ethanesulfonyl)-4-[(1-methyl-1H-1,2,3-triazol-4-yl)methyl]piperazine	273.362	-0.718	6	0	4	71.33	0.8	18
CC1=C(C=CC(=C1)C#N)S(=O)(=O)N1CCOCC1	IMED1252794964	3-methyl-4-(morpholine-4-sulfonyl)benzonitrile	266.322	0.888	4	0	2	70.4	0.417	18
CN1C=C(CN2CCC3(O)CCCCC3C2)N=N1	IMED1538055913	2-[(1-methyl-1H-1,2,3-triazol-4-yl)methyl]-decahydroisoquinolin-4a-ol	250.346	0.942	5	1	2	54.18	0.846	18
CN1C=C(C=N1)C1CCCN1CC1=NN(C)N=N1	IMED1912686530	2-methyl-5-{[2-(1-methyl-1H-pyrazol-4-yl)pyrrolidin-1-yl]methyl}-2H-1,2,3,4-tetrazole	247.306	0.281	7	0	3	64.66	0.636	18
CN1N=NC(CN2CCC(CC2)OC(C)(C)C)=N1	IMED1994026504	4-(tert-butoxy)-1-[(2-methyl-2H-1,2,3,4-tetrazol-5-yl)methyl]piperidine	253.35	0.99	6	0	3	56.07	0.917	18
CC(O)CN1CCN(CC2=NN(C)N=N2)CC1C	IMED1912688528	1-{2-methyl-4-[(2-methyl-2H-1,2,3,4-tetrazol-5-yl)methyl]piperazin-1-yl}propan-2-ol	254.338	-0.903	7	1	4	70.31	0.909	18
CC(O)CN1CCN(CC2=CN(C)N=N2)CC1C	IMED1537999729	1-{2-methyl-4-[(1-methyl-1H-1,2,3-triazol-4-yl)methyl]piperazin-1-yl}propan-2-ol	253.35	-0.298	6	1	4	57.42	0.833	18
CN1C=C(CN2CCC(O)(CC2)C(F)(F)F)N=N1	IMED1538160576	1-[(1-methyl-1H-1,2,3-triazol-4-yl)methyl]-4-(trifluoromethyl)piperidin-4-ol	264.251	0.704	5	1	2	54.18	0.8	18
CN1N=NC(CN2CCN(C)C3=C2C=CC=C3)=N1	IMED1994067060	1-methyl-4-[(2-methyl-2H-1,2,3,4-tetrazol-5-yl)methyl]-1,2,3,4-tetrahydroquinoxaline	244.302	0.666	6	0	2	50.08	0.417	18
CN1N=NC(CN2CCC(CC2)C2=NC=CN2)=N1	IMED1912710453	4-(1H-imidazol-2-yl)-1-[(2-methyl-2H-1,2,3,4-tetrazol-5-yl)methyl]piperidine	247.306	0.313	6	1	3	75.52	0.636	18
CN1N=NC(CN2CCCCC2C2=NC=CS2)=N1	IMED1993927747	1-[(2-methyl-2H-1,2,3,4-tetrazol-5-yl)methyl]-2-(1,3-thiazol-2-yl)piperidine	264.358	1.394	7	0	3	59.73	0.636	18
CN1N=NC(CN2CCN(C)C3=C2C=CC=N3)=N1	IMED1994094937	2-methyl-5-({4-methyl-1H,2H,3H,4H-pyrido[2,3-b]pyrazin-1-yl}methyl)-2H-1,2,3,4-tetrazole	245.29	0.061	7	0	2	62.97	0.455	18
CNS(=O)(=O)CC1CCCN1CC1=NN(C)N=N1	IMED1994077009	N-methyl-1-{1-[(2-methyl-2H-1,2,3,4-tetrazol-5-yl)methyl]pyrrolidin-2-yl}methanesulfonamide	274.35	-1.276	7	1	5	93.01	0.889	18
OCC1CCCN(CC2=NN=C3CCCCN23)C1	IMED1337818259	[1-({5H,6H,7H,8H-[1,2,4]triazolo[4,3-a]pyridin-3-yl}methyl)piperidin-3-yl]methanol	250.346	0.819	5	1	3	54.18	0.846	18
OCC1CCN(CC2=NN=C3CCCCN23)CC1	IMED990569921	[1-({5H,6H,7H,8H-[1,2,4]triazolo[4,3-a]pyridin-3-yl}methyl)piperidin-4-yl]methanol	250.346	0.819	5	1	3	54.18	0.846	18
CC(O)C1CCN(CC2=NN=C3CCCCN23)C1	IMED1629414453	1-[1-({5H,6H,7H,8H-[1,2,4]triazolo[4,3-a]pyridin-3-yl}methyl)pyrrolidin-3-yl]ethan-1-ol	250.346	0.817	5	1	3	54.18	0.846	18
CC1(O)CCN(CC2=NN=C3CCCCN23)CC1	IMED1416822504	4-methyl-1-({5H,6H,7H,8H-[1,2,4]triazolo[4,3-a]pyridin-3-yl}methyl)piperidin-4-ol	250.346	0.961	5	1	2	54.18	0.846	18
CN(CC1CC(O)C1)CC1=NN=C2CCCCN12	IMED1796909180	3-{[methyl({5H,6H,7H,8H-[1,2,4]triazolo[4,3-a]pyridin-3-yl}methyl)amino]methyl}cyclobutan-1-ol	250.346	0.817	5	1	4	54.18	0.846	18
CC(NCC1=NN=C2CCCCN12)C1CCOC1	IMED1680773143	[1-(oxolan-3-yl)ethyl]({5H,6H,7H,8H-[1,2,4]triazolo[4,3-a]pyridin-3-yl}methyl)amine	250.346	1.129	5	1	4	51.97	0.846	18
CC1CCN(CC2=NN=C3CCCCN23)CC1O	IMED1580376641	4-methyl-1-({5H,6H,7H,8H-[1,2,4]triazolo[4,3-a]pyridin-3-yl}methyl)piperidin-3-ol	250.346	0.817	5	1	2	54.18	0.846	18
CC1OCCC1(O)CNC(=O)C1=C(C)N=C(C)O1	IMED1929649587	N-[(3-hydroxy-2-methyloxolan-3-yl)methyl]-2,4-dimethyl-1,3-oxazole-5-carboxamide	254.286	0.561	5	2	3	84.59	0.667	18
CC1OCCC1(O)CNC(=O)C1CC2CC1C=C2	IMED2198931869	N-[(3-hydroxy-2-methyloxolan-3-yl)methyl]bicyclo[2.2.1]hept-5-ene-2-carboxamide	251.326	0.855	3	2	3	58.56	0.786	18
CC1CN(CC2=NN=C3CCCCN23)CCC1O	IMED1745609499	3-methyl-1-({5H,6H,7H,8H-[1,2,4]triazolo[4,3-a]pyridin-3-yl}methyl)piperidin-4-ol	250.346	0.817	5	1	2	54.18	0.846	18
OC1=CC(C(=O)N2CCCCC2)=C(C=C1)[N+]([O-])=O	IMED2063941561	4-nitro-3-(piperidine-1-carbonyl)phenol	250.254	1.926	4	1	2	83.68	0.417	18
CC1OCCC1(O)CNC(=O)CN1CCCC1=O	IMED1929640655	N-[(3-hydroxy-2-methyloxolan-3-yl)methyl]-2-(2-oxopyrrolidin-1-yl)acetamide	256.302	-0.735	4	2	4	78.87	0.833	18
OC1=C(C=CC(=C1)C(=O)N1CCCCC1)[N+]([O-])=O	IMED184652439	2-nitro-5-(piperidine-1-carbonyl)phenol	250.254	1.926	4	1	2	83.68	0.417	18
CC1CCCN1C(=O)C1=C(C=CC(O)=C1)[N+]([O-])=O	IMED2072057521	3-(2-methylpyrrolidine-1-carbonyl)-4-nitrophenol	250.254	1.925	4	1	2	83.68	0.417	18
CC1=C(C(C)=NO1)S(=O)(=O)NCC1(O)CCOC1	IMED1514300913	N-[(3-hydroxyoxolan-3-yl)methyl]-3,5-dimethyl-1,2-oxazole-4-sulfonamide	276.314	-0.279	6	2	4	101.66	0.7	18
CC1CCCCN1S(=O)(=O)NCC1(O)CCOC1	IMED1514300789	N-[(3-hydroxyoxolan-3-yl)methyl]-2-methylpiperidine-1-sulfonamide	278.374	-0.153	4	2	4	78.87	1.0	18
CN1C=C(N=C1C)S(=O)(=O)NCC1(O)CCOC1	IMED1514301069	N-[(3-hydroxyoxolan-3-yl)methyl]-1,2-dimethyl-1H-imidazole-4-sulfonamide	275.33	-0.842	6	2	4	93.45	0.7	18
CC1OCCC1(O)CNS(=O)(=O)C1=CC=C(Cl)S1	IMED1919396489	5-chloro-N-[(3-hydroxy-2-methyloxolan-3-yl)methyl]thiophene-2-sulfonamide	311.812	1.22	5	2	4	75.63	0.6	18
CC1OCCC1(O)CNC(=O)C1=C(C)N(C)N=C1	IMED1929625580	N-[(3-hydroxy-2-methyloxolan-3-yl)methyl]-1,5-dimethyl-1H-pyrazole-4-carboxamide	253.302	-0.002	5	2	3	76.38	0.667	18
CC1OCCC1(O)CNC(=O)C1=C(C)N=C(C)S1	IMED1929631192	N-[(3-hydroxy-2-methyloxolan-3-yl)methyl]-2,4-dimethyl-1,3-thiazole-5-carboxamide	270.354	1.03	5	2	3	71.45	0.667	18
CC1OCCC1(O)CNS(=O)(=O)C1=CN(C)C=N1	IMED1919397391	N-[(3-hydroxy-2-methyloxolan-3-yl)methyl]-1-methyl-1H-imidazole-4-sulfonamide	275.33	-0.762	6	2	4	93.45	0.7	18
CC1=C(Br)SC(=C1)S(=O)(=O)NCC1(O)CCOC1	IMED1514301100	5-bromo-N-[(3-hydroxyoxolan-3-yl)methyl]-4-methylthiophene-2-sulfonamide	356.263	1.249	5	2	4	75.63	0.6	18
CC1OCCC1(O)CNS(=O)(=O)NCC(F)(F)F	IMED1998573196	2-methyl-3-({[(2,2,2-trifluoroethyl)sulfamoyl]amino}methyl)oxolan-3-ol	292.279	-0.487	4	3	5	87.66	1.0	18
CC1OCCC1(O)CNC(=O)C1C2CCCCC12	IMED1929646231	N-[(3-hydroxy-2-methyloxolan-3-yl)methyl]bicyclo[4.1.0]heptane-7-carboxamide	253.342	1.079	3	2	3	58.56	0.929	18
CC1OCCC1(O)CNC(=O)C1=CN(C)N=C1C	IMED1929632662	N-[(3-hydroxy-2-methyloxolan-3-yl)methyl]-1,3-dimethyl-1H-pyrazole-4-carboxamide	253.302	-0.002	5	2	3	76.38	0.667	18
FC1=C(C=CC=C1CN1CCS(=O)(=O)CC1)C#N	IMED1567366784	3-[(1,1-dioxo-1lambda6-thiomorpholin-4-yl)methyl]-2-fluorobenzonitrile	268.313	0.928	4	0	2	61.17	0.417	18
OC1(CNS(=O)(=O)CC2CCCCC2)CCOC1	IMED1514300155	1-cyclohexyl-N-[(3-hydroxyoxolan-3-yl)methyl]methanesulfonamide	277.386	0.637	4	2	5	75.63	1.0	18
CC1CCN(CC1)S(=O)(=O)NCC1(O)CCOC1	IMED1514300854	N-[(3-hydroxyoxolan-3-yl)methyl]-4-methylpiperidine-1-sulfonamide	278.374	-0.296	4	2	4	78.87	1.0	18
CC1OCCC1(O)CNC(=O)C1CN(C)C(=O)C1	IMED1929644940	N-[(3-hydroxy-2-methyloxolan-3-yl)methyl]-1-methyl-5-oxopyrrolidine-3-carboxamide	256.302	-0.879	4	2	3	78.87	0.833	18
CCCCN(C)S(=O)(=O)NCC1(O)CCOC1C	IMED1919396624	3-({[butyl(methyl)sulfamoyl]amino}methyl)-2-methyloxolan-3-ol	280.39	0.093	4	2	7	78.87	1.0	18
CC1OCCC1(O)CNS(=O)(=O)N1CCCCC1	IMED1919396714	N-[(3-hydroxy-2-methyloxolan-3-yl)methyl]piperidine-1-sulfonamide	278.374	-0.153	4	2	4	78.87	1.0	18
CC1=CC(=C(C)S1)S(=O)(=O)NCC1(O)CCOC1	IMED1514300299	N-[(3-hydroxyoxolan-3-yl)methyl]-2,5-dimethylthiophene-3-sulfonamide	291.394	0.795	5	2	4	75.63	0.636	18
CC1CCCN(C1)S(=O)(=O)NCC1(O)CCOC1	IMED1514300552	N-[(3-hydroxyoxolan-3-yl)methyl]-3-methylpiperidine-1-sulfonamide	278.374	-0.296	4	2	4	78.87	1.0	18
OC1(CNS(=O)(=O)N2CCCCCC2)CCOC1	IMED1514300303	N-[(3-hydroxyoxolan-3-yl)methyl]azepane-1-sulfonamide	278.374	-0.152	4	2	4	78.87	1.0	18
OC1(CNC(=O)CC2CCCCCC2)CCOC1	IMED1516096285	2-cycloheptyl-N-[(3-hydroxyoxolan-3-yl)methyl]acetamide	255.358	1.614	3	2	4	58.56	0.929	18
CC1OCCC1(O)CNS(=O)(=O)C1=CN=C(C)S1	IMED1919396331	N-[(3-hydroxy-2-methyloxolan-3-yl)methyl]-2-methyl-1,3-thiazole-5-sulfonamide	292.382	0.27	6	2	4	88.52	0.7	18
CC1OCCC1(O)CNS(=O)(=O)CC1CCCO1	IMED1919395829	N-[(3-hydroxy-2-methyloxolan-3-yl)methyl]-1-(oxolan-2-yl)methanesulfonamide	279.358	-0.375	5	2	5	84.86	1.0	18
CC1=C(Cl)SC(=C1)S(=O)(=O)NCC1(O)CCOC1	IMED1829354624	5-chloro-N-[(3-hydroxyoxolan-3-yl)methyl]-4-methylthiophene-2-sulfonamide	311.812	1.14	5	2	4	75.63	0.6	18
